content,score,at,translated_content,cleaned_content,tokenized_content,stopword_removed_content,stemmed_content,sentiment_score,predicted_rating,sentiment_category,ulasan_bersih
"mau perpanjang langganan susah bener. udah pake gopay, masukin nomor bilang dah terhubung. tp ga dpt sms OTP. ya walopun dapet pun harus isi dimana itu kode? sayang banget pdhl film sama series nya bagus2. payah.",1,2025-06-25 20:30:24,"mau perpanjang langganan susah bener. udah pake gopay, masukin nomor bilang dah terhubung. tp ga dpt sms OTP. ya walopun dapet pun harus isi dimana itu kode? sayang banget pdhl film sama series nya bagus2. payah.",mau perpanjang langganan susah bener udah pake gopay masukin nomor bilang dah terhubung tp ga dpt sms otp ya walopun dapet pun harus isi dimana itu kode sayang banget pdhl film sama series nya bagus payah,"['mau', 'perpanjang', 'langganan', 'susah', 'bener', 'udah', 'pake', 'gopay', 'masukin', 'nomor', 'bilang', 'dah', 'terhubung', 'tp', 'ga', 'dpt', 'sms', 'otp', 'ya', 'walopun', 'dapet', 'pun', 'harus', 'isi', 'dimana', 'itu', 'kode', 'sayang', 'banget', 'pdhl', 'film', 'sama', 'series', 'nya', 'bagus', 'payah']","['perpanjang', 'langganan', 'susah', 'bener', 'udah', 'pake', 'gopay', 'masukin', 'nomor', 'bilang', 'dah', 'terhubung', 'tp', 'ga', 'dpt', 'sms', 'otp', 'ya', 'walopun', 'dapet', 'isi', 'dimana', 'kode', 'sayang', 'banget', 'pdhl', 'film', 'series', 'nya', 'bagus', 'payah']","['panjang', 'langgan', 'susah', 'bener', 'udah', 'pake', 'gopay', 'masukin', 'nomor', 'bilang', 'dah', 'hubung', 'tp', 'ga', 'dpt', 'sms', 'otp', 'ya', 'walopun', 'dapet', 'isi', 'mana', 'kode', 'sayang', 'banget', 'pdhl', 'film', 'series', 'nya', 'bagus', 'payah']",-14,1,Negatif,panjang langgan susah bener udah pake gopay masukin nomor bilang dah hubung tp ga dpt sms otp ya walopun dapet isi mana kode sayang banget pdhl film series nya bagus payah
"padahal udah berlangganan untuk setahun, ternyata saat nonton hanya ada suara yang putus putus dan layar hitam tidak ada gambar sama sekali🥲",1,2025-06-25 20:10:46,"padahal udah berlangganan untuk setahun, ternyata saat nonton hanya ada suara yang putus putus dan layar hitam tidak ada gambar sama sekali🥲",padahal udah berlangganan untuk setahun ternyata saat nonton hanya ada suara yang putus putus dan layar hitam tidak ada gambar sama sekali🥲,"['padahal', 'udah', 'berlangganan', 'untuk', 'setahun', 'ternyata', 'saat', 'nonton', 'hanya', 'ada', 'suara', 'yang', 'putus', 'putus', 'dan', 'layar', 'hitam', 'tidak', 'ada', 'gambar', 'sama', 'sekali🥲']","['udah', 'berlangganan', 'setahun', 'nonton', 'suara', 'putus', 'putus', 'layar', 'hitam', 'gambar', 'sekali🥲']","['udah', 'langgan', 'tahun', 'nonton', 'suara', 'putus', 'putus', 'layar', 'hitam', 'gambar', 'sekali']",-17,1,Negatif,udah langgan tahun nonton suara putus putus layar hitam gambar sekali
"tidak bisa membatalkan langganan, seperti memang memaksa untuk terus berlangganan... Pemaksaan!",1,2025-06-25 16:53:37,"tidak bisa membatalkan langganan, seperti memang memaksa untuk terus berlangganan... Pemaksaan!",tidak bisa membatalkan langganan seperti memang memaksa untuk terus berlangganan pemaksaan,"['tidak', 'bisa', 'membatalkan', 'langganan', 'seperti', 'memang', 'memaksa', 'untuk', 'terus', 'berlangganan', 'pemaksaan']","['membatalkan', 'langganan', 'memaksa', 'berlangganan', 'pemaksaan']","['batal', 'langgan', 'paksa', 'langgan', 'paksa']",-9,1,Negatif,batal langgan paksa langgan paksa
Udah terlanjur top up gopay eh pembayaran lewat gopay gak bisa,2,2025-06-25 12:18:01,Top up gopay eh pembayaran hutang gopay tidak bisa,top up gopay eh pembayaran hutang gopay tidak bisa,"['top', 'up', 'gopay', 'eh', 'pembayaran', 'hutang', 'gopay', 'tidak', 'bisa']","['top', 'up', 'gopay', 'eh', 'pembayaran', 'hutang', 'gopay']","['top', 'up', 'gopay', 'eh', 'bayar', 'hutang', 'gopay']",-3,2,Negatif,top up gopay eh bayar hutang gopay
iklan lu berisik,1,2025-06-25 12:01:25,iklan lu berisik,iklan lu berisik,"['iklan', 'lu', 'berisik']","['iklan', 'lu', 'berisik']","['iklan', 'lu', 'berisik']",0,3,Netral,iklan lu berisik
seep dah 👍👌,5,2025-06-25 00:49:42,Rembes dah 👍👌,rembes dah 👍👌,"['rembes', 'dah', '👍👌']","['rembes', 'dah', '👍👌']","['rembes', 'dah', '']",-3,2,Negatif,rembes dah 
"mau berhenti langganan susah bener!!!! email ny salah, padahal masuk pake otp ke email ya udh pasti bener donkk!!!",1,2025-06-24 22:02:41,"Ingin berhenti berlangganan dengan susah payah !!!! Emailnya salah, pas masukin OTP ke email ya udh pasti bener donkk!!!",ingin berhenti berlangganan dengan susah payah emailnya salah pas masukin otp ke email ya udh pasti bener donkk,"['ingin', 'berhenti', 'berlangganan', 'dengan', 'susah', 'payah', 'emailnya', 'salah', 'pas', 'masukin', 'otp', 'ke', 'email', 'ya', 'udh', 'pasti', 'bener', 'donkk']","['berhenti', 'berlangganan', 'susah', 'payah', 'emailnya', 'salah', 'pas', 'masukin', 'otp', 'email', 'ya', 'udh', 'bener', 'donkk']","['henti', 'langgan', 'susah', 'payah', 'email', 'salah', 'pas', 'masukin', 'otp', 'email', 'ya', 'udh', 'bener', 'donkk']",-3,2,Negatif,henti langgan susah payah email salah pas masukin otp email ya udh bener donkk
"pembayarannya ribet, muter muter terusssssssss",1,2025-06-24 21:17:50,"pembayarannya ribet, muter muter terusssssssss",pembayarannya ribet muter muter terusssssssss,"['pembayarannya', 'ribet', 'muter', 'muter', 'terusssssssss']","['pembayarannya', 'ribet', 'muter', 'muter', 'terusssssssss']","['bayar', 'ribet', 'muter', 'muter', 'terusssssssss']",-7,1,Negatif,bayar ribet muter muter terusssssssss
"ini kenapa ya awal awal nonton di tv baik baik aja tp pas mau nonton di hp layarnya itam,gaada suara,loading terus,ngestug plis kasih saran rugi dong bayar tapi gaada gambarnya 🙄😤",2,2025-06-24 18:00:42,"ini kenapa ya awal awal nonton di tv baik baik aja tp pas mau nonton di hp layarnya itam,gaada suara,loading terus,ngestug plis kasih saran rugi dong bayar tapi gaada gambarnya 🙄😤",ini kenapa ya awal awal nonton di tv baik baik aja tp pas mau nonton di hp layarnya itamgaada suaraloading terusngestug plis kasih saran rugi dong bayar tapi gaada gambarnya 🙄😤,"['ini', 'kenapa', 'ya', 'awal', 'awal', 'nonton', 'di', 'tv', 'baik', 'baik', 'aja', 'tp', 'pas', 'mau', 'nonton', 'di', 'hp', 'layarnya', 'itamgaada', 'suaraloading', 'terusngestug', 'plis', 'kasih', 'saran', 'rugi', 'dong', 'bayar', 'tapi', 'gaada', 'gambarnya', '🙄😤']","['ya', 'nonton', 'tv', 'aja', 'tp', 'pas', 'nonton', 'hp', 'layarnya', 'itamgaada', 'suaraloading', 'terusngestug', 'plis', 'kasih', 'saran', 'rugi', 'bayar', 'gaada', 'gambarnya', '🙄😤']","['ya', 'nonton', 'tv', 'aja', 'tp', 'pas', 'nonton', 'hp', 'layar', 'itamgaada', 'suaraloading', 'terusngestug', 'plis', 'kasih', 'saran', 'rugi', 'bayar', 'gaada', 'gambar', '']",-10,1,Negatif,ya nonton tv aja tp pas nonton hp layar itamgaada suaraloading terusngestug plis kasih saran rugi bayar gaada gambar 
gini deh aku saranin aja kalau mau masuk nggak usah pakai email Pokoknya nggak usah pakai email gak usah pakai nomor HP gitu langsung bisa masuk aja soalnya masuk itu ribet tapi kalau satu lagi deh ya jadi untuk orang yang berkebutuhan pas-pasan harus berlangganan itu menurutku nggak terlalu memuaskan deh soalnya aku sebagai orang yang berkebutuhan pas-pasan harus berlangganan itu apalagi susah udah nggak ada uang harus berlangganan dan aku minta tolong banget semga dijwb ya mff klo berlbihn,1,2025-06-24 16:52:47,gini deh aku saranin aja kalau mau masuk nggak usah pakai email Pokoknya nggak usah pakai email gak usah pakai nomor HP gitu langsung bisa masuk aja soalnya masuk itu ribet tapi kalau satu lagi deh ya jadi untuk orang yang berkebutuhan pas-pasan harus berlangganan itu menurutku nggak terlalu memuaskan deh soalnya aku sebagai orang yang berkebutuhan pas-pasan harus berlangganan itu apalagi susah udah nggak ada uang harus berlangganan dan aku minta tolong banget semga dijwb ya mff klo berlbihn,gini deh aku saranin aja kalau mau masuk nggak usah pakai email pokoknya nggak usah pakai email gak usah pakai nomor hp gitu langsung bisa masuk aja soalnya masuk itu ribet tapi kalau satu lagi deh ya jadi untuk orang yang berkebutuhan paspasan harus berlangganan itu menurutku nggak terlalu memuaskan deh soalnya aku sebagai orang yang berkebutuhan paspasan harus berlangganan itu apalagi susah udah nggak ada uang harus berlangganan dan aku minta tolong banget semga dijwb ya mff klo berlbihn,"['gini', 'deh', 'aku', 'saranin', 'aja', 'kalau', 'mau', 'masuk', 'nggak', 'usah', 'pakai', 'email', 'pokoknya', 'nggak', 'usah', 'pakai', 'email', 'gak', 'usah', 'pakai', 'nomor', 'hp', 'gitu', 'langsung', 'bisa', 'masuk', 'aja', 'soalnya', 'masuk', 'itu', 'ribet', 'tapi', 'kalau', 'satu', 'lagi', 'deh', 'ya', 'jadi', 'untuk', 'orang', 'yang', 'berkebutuhan', 'paspasan', 'harus', 'berlangganan', 'itu', 'menurutku', 'nggak', 'terlalu', 'memuaskan', 'deh', 'soalnya', 'aku', 'sebagai', 'orang', 'yang', 'berkebutuhan', 'paspasan', 'harus', 'berlangganan', 'itu', 'apalagi', 'susah', 'udah', 'nggak', 'ada', 'uang', 'harus', 'berlangganan', 'dan', 'aku', 'minta', 'tolong', 'banget', 'semga', 'dijwb', 'ya', 'mff', 'klo', 'berlbihn']","['gini', 'deh', 'saranin', 'aja', 'masuk', 'nggak', 'pakai', 'email', 'pokoknya', 'nggak', 'pakai', 'email', 'gak', 'pakai', 'nomor', 'hp', 'gitu', 'langsung', 'masuk', 'aja', 'masuk', 'ribet', 'deh', 'ya', 'orang', 'berkebutuhan', 'paspasan', 'berlangganan', 'menurutku', 'nggak', 'memuaskan', 'deh', 'orang', 'berkebutuhan', 'paspasan', 'berlangganan', 'susah', 'udah', 'nggak', 'uang', 'berlangganan', 'tolong', 'banget', 'semga', 'dijwb', 'ya', 'mff', 'klo', 'berlbihn']","['gin', 'deh', 'saranin', 'aja', 'masuk', 'nggak', 'pakai', 'email', 'pokok', 'nggak', 'pakai', 'email', 'gak', 'pakai', 'nomor', 'hp', 'gitu', 'langsung', 'masuk', 'aja', 'masuk', 'ribet', 'deh', 'ya', 'orang', 'butuh', 'paspasan', 'langgan', 'turut', 'nggak', 'muas', 'deh', 'orang', 'butuh', 'paspasan', 'langgan', 'susah', 'udah', 'nggak', 'uang', 'langgan', 'tolong', 'banget', 'semga', 'dijwb', 'ya', 'mff', 'klo', 'berlbihn']",-21,1,Negatif,gin deh saranin aja masuk nggak pakai email pokok nggak pakai email gak pakai nomor hp gitu langsung masuk aja masuk ribet deh ya orang butuh paspasan langgan turut nggak muas deh orang butuh paspasan langgan susah udah nggak uang langgan tolong banget semga dijwb ya mff klo berlbihn
ini tuh apk nya gmna yaa kog sulit banget mau masuk selalu nya retry terus,1,2025-06-24 12:14:43,ini tuh apk nya gmna yaa kog sulit banget mau masuk selalu nya retry terus,ini tuh apk nya gmna yaa kog sulit banget mau masuk selalu nya retry terus,"['ini', 'tuh', 'apk', 'nya', 'gmna', 'yaa', 'kog', 'sulit', 'banget', 'mau', 'masuk', 'selalu', 'nya', 'retry', 'terus']","['tuh', 'apk', 'nya', 'gmna', 'yaa', 'kog', 'sulit', 'banget', 'masuk', 'nya', 'retry']","['tuh', 'apk', 'nya', 'gmna', 'yaa', 'kog', 'sulit', 'banget', 'masuk', 'nya', 'retry']",-2,2,Negatif,tuh apk nya gmna yaa kog sulit banget masuk nya retry
walau pembayaran nya ribet dan kadang bikin kesal tapi hasilnya Memuaskan love u disney+ 😘❤️‍🔥,5,2025-06-24 11:34:43,walau pembayaran nya ribet dan kadang bikin kesal tapi hasilnya Memuaskan love u disney+ 😘❤️‍🔥,walau pembayaran nya ribet dan kadang bikin kesal tapi hasilnya memuaskan love u disney 😘❤️‍🔥,"['walau', 'pembayaran', 'nya', 'ribet', 'dan', 'kadang', 'bikin', 'kesal', 'tapi', 'hasilnya', 'memuaskan', 'love', 'u', 'disney', '😘❤️\u200d🔥']","['pembayaran', 'nya', 'ribet', 'kadang', 'bikin', 'kesal', 'hasilnya', 'memuaskan', 'love', 'u', 'disney', '😘❤️\u200d🔥']","['bayar', 'nya', 'ribet', 'kadang', 'bikin', 'kesal', 'hasil', 'muas', 'love', 'u', 'disney', '']",-4,2,Negatif,bayar nya ribet kadang bikin kesal hasil muas love u disney 
"MENGECEWAKAN, sudah berlangganan lama tapi baru-baru ini mengalami masalah soal pemutaran Film, saat mau nonton selalu black screen dan selalu muncul loading screen. seakan-akan film tidak bisa di putar, hanya begitu terus menerus. minta bantuin via Instagram Tidka ada jawaban apa-apa sampai sekarang. disini kita berlangganan bayar, bukan gratis.",1,2025-06-24 10:41:52,"MENGECEWAKAN, sudah berlangganan lama tapi baru-baru ini mengalami masalah soal pemutaran Film, saat mau nonton selalu black screen dan selalu muncul loading screen. seakan-akan film tidak bisa di putar, hanya begitu terus menerus. minta bantuin via Instagram Tidka ada jawaban apa-apa sampai sekarang. disini kita berlangganan bayar, bukan gratis.",mengecewakan sudah berlangganan lama tapi barubaru ini mengalami masalah soal pemutaran film saat mau nonton selalu black screen dan selalu muncul loading screen seakanakan film tidak bisa di putar hanya begitu terus menerus minta bantuin via instagram tidka ada jawaban apaapa sampai sekarang disini kita berlangganan bayar bukan gratis,"['mengecewakan', 'sudah', 'berlangganan', 'lama', 'tapi', 'barubaru', 'ini', 'mengalami', 'masalah', 'soal', 'pemutaran', 'film', 'saat', 'mau', 'nonton', 'selalu', 'black', 'screen', 'dan', 'selalu', 'muncul', 'loading', 'screen', 'seakanakan', 'film', 'tidak', 'bisa', 'di', 'putar', 'hanya', 'begitu', 'terus', 'menerus', 'minta', 'bantuin', 'via', 'instagram', 'tidka', 'ada', 'jawaban', 'apaapa', 'sampai', 'sekarang', 'disini', 'kita', 'berlangganan', 'bayar', 'bukan', 'gratis']","['mengecewakan', 'berlangganan', 'barubaru', 'mengalami', 'pemutaran', 'film', 'nonton', 'black', 'screen', 'muncul', 'loading', 'screen', 'seakanakan', 'film', 'putar', 'menerus', 'bantuin', 'via', 'instagram', 'tidka', 'apaapa', 'berlangganan', 'bayar', 'gratis']","['kecewa', 'langgan', 'barubaru', 'alami', 'putar', 'film', 'nonton', 'black', 'screen', 'muncul', 'loading', 'screen', 'seakanakan', 'film', 'putar', 'terus', 'bantuin', 'via', 'instagram', 'tidka', 'apaapa', 'langgan', 'bayar', 'gratis']",2,4,Positif,kecewa langgan barubaru alami putar film nonton black screen muncul loading screen seakanakan film putar terus bantuin via instagram tidka apaapa langgan bayar gratis
"awal berlangganan lancar, tapi kok ini punya saya gada gambar nya cuma layar gelap sama ada suaranya doang, udah saya update tetep aja kayak gitu, tolong dong saya baru pake 2 hari sejak berlangganan,",3,2025-06-24 09:03:19,"awal berlangganan lancar, tapi kok ini punya saya gada gambar nya cuma layar gelap sama ada suaranya doang, udah saya update tetep aja kayak gitu, tolong dong saya baru pake 2 hari sejak berlangganan,",awal berlangganan lancar tapi kok ini punya saya gada gambar nya cuma layar gelap sama ada suaranya doang udah saya update tetep aja kayak gitu tolong dong saya baru pake hari sejak berlangganan,"['awal', 'berlangganan', 'lancar', 'tapi', 'kok', 'ini', 'punya', 'saya', 'gada', 'gambar', 'nya', 'cuma', 'layar', 'gelap', 'sama', 'ada', 'suaranya', 'doang', 'udah', 'saya', 'update', 'tetep', 'aja', 'kayak', 'gitu', 'tolong', 'dong', 'saya', 'baru', 'pake', 'hari', 'sejak', 'berlangganan']","['berlangganan', 'lancar', 'gada', 'gambar', 'nya', 'layar', 'gelap', 'suaranya', 'doang', 'udah', 'update', 'tetep', 'aja', 'kayak', 'gitu', 'tolong', 'pake', 'berlangganan']","['langgan', 'lancar', 'gada', 'gambar', 'nya', 'layar', 'gelap', 'suara', 'doang', 'udah', 'update', 'tetep', 'aja', 'kayak', 'gitu', 'tolong', 'pake', 'langgan']",-11,1,Negatif,langgan lancar gada gambar nya layar gelap suara doang udah update tetep aja kayak gitu tolong pake langgan
Recommended banget untuk nonton film,5,2025-06-24 08:37:11,Recommended banget untuk nonton film,recommended banget untuk nonton film,"['recommended', 'banget', 'untuk', 'nonton', 'film']","['recommended', 'banget', 'nonton', 'film']","['recommended', 'banget', 'nonton', 'film']",1,4,Positif,recommended banget nonton film
"pemutaran video tidak bisa di mulai, yg sudah di download juga gabisa di putar",1,2025-06-23 23:10:57,"pemutaran video tidak bisa di mulai, yg sudah di download juga gabisa di putar",pemutaran video tidak bisa di mulai yg sudah di download juga gabisa di putar,"['pemutaran', 'video', 'tidak', 'bisa', 'di', 'mulai', 'yg', 'sudah', 'di', 'download', 'juga', 'gabisa', 'di', 'putar']","['pemutaran', 'video', 'yg', 'download', 'gabisa', 'putar']","['putar', 'video', 'yg', 'download', 'gabisa', 'putar']",0,3,Netral,putar video yg download gabisa putar
kok layar nya hitam ya?,2,2025-06-23 14:14:42,kok layar nya hitam ya?,kok layar nya hitam ya,"['kok', 'layar', 'nya', 'hitam', 'ya']","['layar', 'nya', 'hitam', 'ya']","['layar', 'nya', 'hitam', 'ya']",0,3,Netral,layar nya hitam ya
"udah berlangganan, tapi pas mau nnton film ga ada gambarnya😩",1,2025-06-23 11:27:28,"udah berlangganan, tapi pas mau nnton film ga ada gambarnya😩",udah berlangganan tapi pas mau nnton film ga ada gambarnya😩,"['udah', 'berlangganan', 'tapi', 'pas', 'mau', 'nnton', 'film', 'ga', 'ada', 'gambarnya😩']","['udah', 'berlangganan', 'pas', 'nnton', 'film', 'ga', 'gambarnya😩']","['udah', 'langgan', 'pas', 'nnton', 'film', 'ga', 'gambar']",2,4,Positif,udah langgan pas nnton film ga gambar
tayangan film dan dokuma enternya luar biasa menarik,5,2025-06-23 09:56:21,tayangan film dan dokuma enternya luar biasa menarik,tayangan film dan dokuma enternya luar biasa menarik,"['tayangan', 'film', 'dan', 'dokuma', 'enternya', 'luar', 'biasa', 'menarik']","['tayangan', 'film', 'dokuma', 'enternya', 'menarik']","['tayang', 'film', 'dokuma', 'enternya', 'tarik']",5,5,Positif,tayang film dokuma enternya tarik
"Disangka menggunakan VPN dan blocker padahal tidak sama sekali, tolong matikan fitur pendeteksi ini karna terkadang error saya jadi tidak bisa menggunakan aplikasi ini",1,2025-06-23 08:40:45,"Disangka menggunakan VPN dan blocker padahal tidak sama sekali, tolong matikan fitur pendeteksi ini karna terkadang error saya jadi tidak bisa menggunakan aplikasi ini",disangka menggunakan vpn dan blocker padahal tidak sama sekali tolong matikan fitur pendeteksi ini karna terkadang error saya jadi tidak bisa menggunakan aplikasi ini,"['disangka', 'menggunakan', 'vpn', 'dan', 'blocker', 'padahal', 'tidak', 'sama', 'sekali', 'tolong', 'matikan', 'fitur', 'pendeteksi', 'ini', 'karna', 'terkadang', 'error', 'saya', 'jadi', 'tidak', 'bisa', 'menggunakan', 'aplikasi', 'ini']","['disangka', 'vpn', 'blocker', 'tolong', 'matikan', 'fitur', 'pendeteksi', 'karna', 'terkadang', 'error', 'aplikasi']","['sangka', 'vpn', 'blocker', 'tolong', 'mati', 'fitur', 'deteksi', 'karna', 'terkadang', 'error', 'aplikasi']",-16,1,Negatif,sangka vpn blocker tolong mati fitur deteksi karna terkadang error aplikasi
"di TV kadang gak bisa di putar, layarnya hitam doang, film² baru juga begitu , ribet bgt kalo harus nonton di HP 😒",2,2025-06-23 08:40:22,"di TV kadang gak bisa di putar, layarnya hitam doang, film² baru juga begitu , ribet bgt kalo harus nonton di HP 😒",di tv kadang gak bisa di putar layarnya hitam doang film² baru juga begitu ribet bgt kalo harus nonton di hp 😒,"['di', 'tv', 'kadang', 'gak', 'bisa', 'di', 'putar', 'layarnya', 'hitam', 'doang', 'film²', 'baru', 'juga', 'begitu', 'ribet', 'bgt', 'kalo', 'harus', 'nonton', 'di', 'hp', '😒']","['tv', 'kadang', 'gak', 'putar', 'layarnya', 'hitam', 'doang', 'film²', 'ribet', 'bgt', 'kalo', 'nonton', 'hp', '😒']","['tv', 'kadang', 'gak', 'putar', 'layar', 'hitam', 'doang', 'film', 'ribet', 'bgt', 'kalo', 'nonton', 'hp', '']",-6,1,Negatif,tv kadang gak putar layar hitam doang film ribet bgt kalo nonton hp 
"buset disney ni bug kok nga ada mau di perbaiki, sama sekali nga bisa di tonton di hp gelap cuma ada subtitle , jaringanya juga lelet ya ampun. 😡",1,2025-06-23 02:10:21,"Buset Disney ni bug kok nga bakalan diperbaiki, bisa ditonton di hp gelap cuma subtitle, net juga lelang. 😡",buset disney ni bug kok nga bakalan diperbaiki bisa ditonton di hp gelap cuma subtitle net juga lelang 😡,"['buset', 'disney', 'ni', 'bug', 'kok', 'nga', 'bakalan', 'diperbaiki', 'bisa', 'ditonton', 'di', 'hp', 'gelap', 'cuma', 'subtitle', 'net', 'juga', 'lelang', '😡']","['buset', 'disney', 'ni', 'bug', 'nga', 'diperbaiki', 'ditonton', 'hp', 'gelap', 'subtitle', 'net', 'lelang', '😡']","['buset', 'disney', 'ni', 'bug', 'nga', 'baik', 'tonton', 'hp', 'gelap', 'subtitle', 'net', 'lelang', '']",-12,1,Negatif,buset disney ni bug nga baik tonton hp gelap subtitle net lelang 
